text,screen_name,created,favoriteCount,retweetCount,lang,location
Donald Trump wants to compare his last 30 years with Hillary's. Let's do that. https://t.co/Ioq7UDhTCt,HillaryClinton,2016-10-20,16687,6997,en,"New York, NY"
Hombres? #DebateNight,HillaryClinton,2016-10-20,32881,18471,en,"New York, NY"
"At last night's debate, Trump showed again and again that he doesn't have a clue about what makes America great. https://t.co/r5oDWYARU6",HillaryClinton,2016-10-20,6728,2009,en,"New York, NY"
"The Supreme Court needs to stand on the side of the American people, not on the side of the powerful and wealthy. https://t.co/A9Q1R3xWrm",HillaryClinton,2016-10-20,5005,1688,en,"New York, NY"
Trump doesn't know what he's talking about when it comes to women's health. He shouldn't be making the decisions. #DebateNight,HillaryClinton,2016-10-20,23843,9318,en,"New York, NY"
Show Trump his tweets come at a cost<U+0097>because Hillary supporters are pledging to donate every time he tweets:<U+0085> https://t.co/Y2L5IgsR5T,HillaryClinton,2016-10-20,4348,1371,en,"New York, NY"
"""Nobody respects women more than me."" <U+0097>Donald Trump earlier tonight""Such a nasty woman."" <U+0097>Donald Trump just now #DebateNight",HillaryClinton,2016-10-20,106168,58813,en,"New York, NY"
We have undocumented immigrants in America who are paying more federal income tax than a so-called billionaire. #DebateNight,HillaryClinton,2016-10-20,20383,9164,en,"New York, NY"
"Trump's major policy proposal is to ""build a wall"" and have Mexico pay for it. He choked. Enough said. #DebateNight https://t.co/TakOp35wZl",HillaryClinton,2016-10-20,5600,2497,en,"New York, NY"
Can you say you stepped up when it counted most? Chip in before tonight's #debate to show you're on Hillary's team: https://t.co/3yjNk7jCv4,HillaryClinton,2016-10-20,3248,972,en,"New York, NY"
It's appalling that a presidential nominee of a major party is undermining the pillar of our democracy<U+0097>just because<U+0085> https://t.co/KrPGYQyfgb,HillaryClinton,2016-10-20,32311,11735,en,"New York, NY"
"This #SpiritDay, let's take a stand for LGBT youth and send a clear message to all our kids: In the end, bullies al<U+0085> https://t.co/MKLBt0cOXo",HillaryClinton,2016-10-20,22942,8863,en,"New York, NY"
"""Progress is on the ballot.Civility is on the ballot.Tolerance is on the ballot.<U+0094><U+0097>@POTUSGo vote: https://t.co/tTgeqy51PU",HillaryClinton,2016-10-20,2416,825,en,"New York, NY"
"In difficult times, we don't give up, we don't discard our highest ideals, we rise up to meet them. <U+0097>@FLOTUS",HillaryClinton,2016-10-20,3209,1006,en,"New York, NY"
We are about to elect a president<U+0097>and only one candidate tonight showed she has what it takes. Chip in now: https://t.co/dFFICBH9K5 #SheWon,HillaryClinton,2016-10-20,13517,4074,en,"New York, NY"
<U+0093>Hope is what drives Hillary...it is why she has spent her life fighting for kids who need a champion.<U+0094> <U+0097>@FLOTUS https://t.co/jR5GULGJGu,HillaryClinton,2016-10-20,9254,3002,en,"New York, NY"
Follow @TheBriefing2016 during tonight's debate so you can help hold Trump accountable to the facts. RT to spread the word. #DebateNight,HillaryClinton,2016-10-20,3786,2521,en,"New York, NY"
It's pretty clear that Vladimir Putin would rather have a puppet in the White House than a president. #DebateNight,HillaryClinton,2016-10-20,16441,7212,en,"New York, NY"
"If Donald is going to whine before the game is even over, he doesn<U+0092>t have what it takes to do this job. #DebateNight",HillaryClinton,2016-10-20,19731,7045,en,"New York, NY"
"When you hear folks...saying this election is 'rigged,' understand that they are trying to get you to stay home. <U+0097>@FLOTUS",HillaryClinton,2016-10-20,1904,900,en,"New York, NY"
Our democracy is built on fair elections and peaceful transfer of power. Trump can't threaten that just because he<U+0085> https://t.co/NXRPbrjvk8,HillaryClinton,2016-10-20,17366,6391,en,"New York, NY"
"With just 19 days left in this campaign, @FLOTUS hits the trail for Hillary in Arizona. Watch live <U+2192> https://t.co/D8ELAkkMcd",HillaryClinton,2016-10-20,4363,984,en,"New York, NY"
#DebateNight https://t.co/CkUnCp2o0F,HillaryClinton,2016-10-20,6707,2389,en,"New York, NY"
"No, you didn't. https://t.co/EM31nVvh59 #DebateNight https://t.co/wZkBTTuq3M",HillaryClinton,2016-10-20,6644,2871,en,"New York, NY"
"Decent men do not demean women, and we shouldn't tolerate this behavior from any man, let alone a man who wants to be president. <U+0097>@FLOTUS",HillaryClinton,2016-10-20,2497,1180,en,"New York, NY"
What he said. #DebateNight https://t.co/58lB3k10v4,HillaryClinton,2016-10-20,26014,11613,en,"New York, NY"
"Our hope is grounded in hard work and hard-earned faith...that we are all precious and worthy, no matter where we come from. <U+0097>@FLOTUS",HillaryClinton,2016-10-20,1298,493,en,"New York, NY"
That feeling when you win three straight debates. #DebateNight https://t.co/KlH090F57W,HillaryClinton,2016-10-20,68234,17191,en,"New York, NY"
Hillary...crushed Donald Trump in the most effective series of debate performances in modern political history. https://t.co/xlGor2ZAYQ,HillaryClinton,2016-10-20,9492,2683,en,"New York, NY"
"Here's how Trump reacts when he loses an Emmy, the Iowa caucus, a primary, and polls. So yeah, he seems fit for the<U+0085> https://t.co/xKGCiUUyrq",HillaryClinton,2016-10-20,27524,16541,en,"New York, NY"
Trump wouldn't say if he'll accept the outcome of the election. That<U+0092>s horrifying<U+0097>but part of a pattern. https://t.co/OrT9W4bSGW,HillaryClinton,2016-10-20,5395,1746,en,"New York, NY"
Vladimir Putin...isn't my best friend. <U+0097>Donald Trump #DebateNight https://t.co/sMlHIuxvYx,HillaryClinton,2016-10-20,20144,15571,en,"New York, NY"
Hillary knows that our country is powerful and vibrant and strong<U+0097>big enough to have a place for all of us. <U+0097>@FLOTUS,HillaryClinton,2016-10-20,1246,455,en,"New York, NY"
Donald thinks belittling women makes him a bigger man. It just makes him a bully. #DebateNight,HillaryClinton,2016-10-20,18010,7236,en,"New York, NY"
He demeans and humiliates women as if we're objects...rather than human beings worthy of love and respect. <U+0097>@FLOTUS on Trump,HillaryClinton,2016-10-20,1721,712,en,"New York, NY"
"In 1995, Hillary declared that ""women's rights are human rights."" Trump lost nearly a billion dollars.<U+0085> https://t.co/gljLTuIlwL",HillaryClinton,2016-10-20,8495,4341,en,"New York, NY"
"Between the three presidential debates, Trump told roughly one lie for every 50 seconds he spoke. https://t.co/FbhB0zDkyj",HillaryClinton,2016-10-20,8752,3773,en,"New York, NY"
Google it. <U+0097>Hillary https://t.co/2kptvkpqxn #DebateNight,HillaryClinton,2016-10-20,8071,3130,en,"New York, NY"
"This was not actually a hard question.""I strongly support Roe v. Wade."" <U+0097>Hillary #DebateNight",HillaryClinton,2016-10-20,12016,4232,en,"New York, NY"
"In 2005, Hillary co-sponsored a bill to raise the minimum wage. Trump...did this. https://t.co/iWBGoGigg4<U+0085> https://t.co/bDxckFe1M8",HillaryClinton,2016-10-20,5399,2644,en,"New York, NY"
.@TheEconomist ranked Donald Trump and his economic policies as tied for 4th among the greatest risks to the world<U+0085> https://t.co/NkhnShXEI2,HillaryClinton,2016-10-20,10794,7461,en,"New York, NY"
RT if you<U+0092>re proud of Hillary tonight. #DebateNight #SheWon https://t.co/H7CJep7APX,HillaryClinton,2016-10-20,91144,69172,en,"New York, NY"
"When the president gives the order to launch a nuclear weapon, that<U+0092>s it. The officer has to launch. It can take as little as four minutes.",HillaryClinton,2016-10-20,10050,4300,en,"New York, NY"
Where was this kind of comedy last night? https://t.co/71JhLG55G5,HillaryClinton,2016-10-21,132484,49345,en,"New York, NY"
"I said no to some jokes that I thought were over the line, but I suppose you can judge for yourself on Wikileaks in the next few days.",HillaryClinton,2016-10-21,8156,2943,en,"New York, NY"
"This dinner brings together a collection of sensible, committed, mainstream Republicans, or, as we now call them: Hillary supporters.",HillaryClinton,2016-10-21,6145,2234,en,"New York, NY"
"What I want to say to Hillary is, 'Thank you. You made a difference in my child's life.' https://t.co/hougWv15gK",HillaryClinton,2016-10-21,12499,4305,en,"New York, NY"
This is such a special event that I took a break from my rigorous nap schedule to be here. <U+0097>Hillary #AlSmithDinner,HillaryClinton,2016-10-21,5600,1637,en,"New York, NY"
I<U+0092>ve had to listen to Donald Trump for 3 full debates<U+0085>I have now stood next to Donald Trump longer than any of his campaign managers.,HillaryClinton,2016-10-21,9083,3147,en,"New York, NY"
"<U+0093>He has put Chinese steelworkers to work, not American steelworkers, and we<U+0092>re going to change that.<U+0094> <U+0097>Hillary on Trump",HillaryClinton,2016-10-21,1722,782,en,"New York, NY"
"Education should lift you up, not hold you back. We<U+0092>re going to help you pay back and pay down your loans. https://t.co/VkVm51nWIY",HillaryClinton,2016-10-21,1646,699,en,"New York, NY"
"It is great, also, to see Mayor Bloomberg here. It<U+0092>s a shame he<U+0092>s not speaking tonight. I<U+0092>m curious to hear what a billionaire has to say.",HillaryClinton,2016-10-21,5164,1778,en,"New York, NY"
Hillary's live in Cleveland talking about what we need to do to move our country forward. Watch here: https://t.co/dkg7pwiNMt,HillaryClinton,2016-10-21,3273,773,en,"New York, NY"
"Donald Trump refused to say that he<U+0092>d respect the results of this election. By doing that, he<U+0092>s threatening our democracy.",HillaryClinton,2016-10-21,2365,1651,en,"New York, NY"
<U+0093>We<U+0092>ve got to make sure that women and girls are treated with the dignity and respect in our country that we deserve.<U+0094> <U+0097>Hillary,HillaryClinton,2016-10-21,2960,1148,en,"New York, NY"
It<U+0092>s amazing that I<U+0092>m up here after Donald. I didn<U+0092>t think he<U+0092>d be OK with a peaceful transition of power. <U+0097>Hillary at the #AlSmithDinner,HillaryClinton,2016-10-21,6171,2278,en,"New York, NY"
"<U+0093>We know the difference between leadership and dictatorship, and the peaceful transition of power is one of the things that sets us apart.<U+0094>",HillaryClinton,2016-10-21,1762,802,en,"New York, NY"
Watch Hillary speak live at the #AlSmithDinner in New York City: https://t.co/yuy57F9LFz,HillaryClinton,2016-10-21,4042,917,en,"New York, NY"
"<U+0093>We need to get better at finding ways to disagree on matters of policy, while agreeing on questions of decency.<U+0094> #AlSmithDinner",HillaryClinton,2016-10-21,8930,2959,en,"New York, NY"
"I believe that for each of us, our greatest monument on this earth won<U+0092>t be what we build, but the lives we touch. <U+0097>Hillary #AlSmithDinner",HillaryClinton,2016-10-21,9272,3308,en,"New York, NY"
"""I took a break from my rigorous nap schedule to be here.""Catch up on Hillary's best lines at the #AlSmithDinner: https://t.co/XQkzWYh9fU",HillaryClinton,2016-10-21,5698,1391,en,"New York, NY"
"Donald, I did enjoy listening to your speech<U+0085>I<U+0092>m sure I<U+0092>ll enjoy listening to Mike Pence deny you ever gave it. <U+0097>Hillary #AlSmithDinner",HillaryClinton,2016-10-21,8036,3106,en,"New York, NY"
"Trump called Latinos ""bad hombres"" on Wednesday. It's not even the most insulting thing he said about the community. https://t.co/ClGi0LEfJ0",HillaryClinton,2016-10-21,4275,1563,en,"New York, NY"
"<U+0093>When the middle class thrives, America thrives.<U+0094> <U+0097>Hillary in Cleveland https://t.co/ZiHj4nQanC",HillaryClinton,2016-10-21,1804,904,en,"New York, NY"
"More than 200 million voters are registered to vote in this election. That<U+0092>s more than ever before.Join them: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-21,1283,602,en,"New York, NY"
"Captain Humayun Khan died serving his country<U+0097>and saving his entire unit.Trump seems to think someone like him do<U+0085> https://t.co/LVbTEJ87aB",HillaryClinton,2016-10-21,21544,9347,en,"New York, NY"
"<U+0093>More than 3 million people have already voted, including many of you right here in Ohio.<U+0094> <U+0097>HillaryJoin them: https://t.co/FGde4kwoHv",HillaryClinton,2016-10-21,1084,465,en,"New York, NY"
"Trump suits were made in Mexico<U+0097>he could have made them in Brooklyn, Ohio.Trump furniture is made in Turkey instead of Cleveland.",HillaryClinton,2016-10-21,2110,1107,en,"New York, NY"
"<U+0093>It<U+0092>s becoming clear that, to him, most of America is <U+0091>them.<U+0092><U+0094> <U+0097>@FLOTUS on Donald Trump https://t.co/31JCixurBJ",HillaryClinton,2016-10-21,7682,2758,en,"New York, NY"
<U+0093>There<U+0092>s something really exciting happening right now<U+0097>people are coming together<U+0085>to reject hate and division.<U+0094> <U+0097>Hillary,HillaryClinton,2016-10-21,1823,804,en,"New York, NY"
"<U+0093>The only way we can have that positive, optimistic, unifying future is if all of you help us get there.<U+0094> <U+0097>Hillary https://t.co/iWKBOE1i18",HillaryClinton,2016-10-21,2362,745,en,"New York, NY"
We really are just trying to make our mark in life by helping people. https://t.co/PKoxy9dZEU,HillaryClinton,2016-10-22,9988,4172,en,"New York, NY"
This is a woman I have never met...but who has stood with my family and me over and over again. https://t.co/zDMxHMGUZT,HillaryClinton,2016-10-22,4205,1298,en,"New York, NY"
"Just 17 days left in this campaign. If you're proud to stand with Hillary, chip in now and get your free sticker: https://t.co/wcVRk9D7V1",HillaryClinton,2016-10-22,6963,1845,en,"New York, NY"
Hillary and @TimKaine are campaigning together in Pittsburgh. Tune in now to join them live: https://t.co/CcJ6koc5On,HillaryClinton,2016-10-22,4384,951,en,"New York, NY"
Donald Trump has a unique view of the Bill of Rights. Here<U+0092>s what it might look like under his presidency: https://t.co/DCTtNKMFQv,HillaryClinton,2016-10-22,3545,1467,en,"New York, NY"
Hillary Clinton is far better than Trump or anyone else running. She should be president. <U+0097>@PhillyDotCom https://t.co/HCVjLSXW0r,HillaryClinton,2016-10-22,7748,2309,en,"New York, NY"
It<U+0092>s time to get out the vote. https://t.co/tTgeqxNqYm https://t.co/0sMlFJwVHb #JuntosSePuede https://t.co/ilH8xA0R3Q,HillaryClinton,2016-10-22,6021,2387,en,"New York, NY"
"<U+0093>If you can be president of the United States, you can do anything.<U+0094> <U+0097>@TimKaine<U+0092>s message to girls in America",HillaryClinton,2016-10-22,1833,636,en,"New York, NY"
Enter now for your once-in-a-lifetime chance to fly for free with Hillary on the official campaign plane: https://t.co/etGzuSlodX,HillaryClinton,2016-10-22,3929,953,en,"New York, NY"
My son was Captain Humayun Khan. He was 27 years old. And he was a Muslim American. https://t.co/as9k2RMdV5,HillaryClinton,2016-10-22,18340,8589,en,"New York, NY"
"<U+0093>We<U+0092>re going to grow the middle class from the middle out and the bottom up, not the top down.<U+0094> <U+0097>Hillary https://t.co/fBQJawZUvB",HillaryClinton,2016-10-22,2292,837,en,"New York, NY"
Talk to your loved ones about this election<U+0097>there's too much at stake to sit out. https://t.co/tTgeqy51PU<U+0085> https://t.co/2s2F3s1AnJ,HillaryClinton,2016-10-22,7002,2628,en,"New York, NY"
Hillary Clinton is not just the only safe choice in this election <U+0097> she<U+0092>s also the right choice. <U+0097>@BostonGlobe https://t.co/bpKDV6bJVU,HillaryClinton,2016-10-22,7577,2671,en,"New York, NY"
Donald Trump says he'd deport 16 million people. How do you even begin to quantify that? https://t.co/Fu1aBQrZag,HillaryClinton,2016-10-23,13525,6447,en,"New York, NY"
Don<U+0092>t let anybody tell you America<U+0092>s best days are behind us. https://t.co/N6iFu8ZSHl,HillaryClinton,2016-10-23,14042,3956,en,"New York, NY"
A (non-exhaustive) list of all the terrible things Donald Trump has said about women: https://t.co/QTCwWkrAf9,HillaryClinton,2016-10-23,5092,2761,en,"New York, NY"
"<U+0093>Two words give us hope: Madam President."" <U+0097>@VogueMagazine https://t.co/RCACiLsFVc https://t.co/aaYwwVFasi",HillaryClinton,2016-10-23,16363,3970,en,"New York, NY"
Newspapers across the country are almost exclusively endorsing Hillary over Trump. https://t.co/gaQgj0Xyjg,HillaryClinton,2016-10-23,7420,2118,en,"New York, NY"
"Hillary's been called a lot of things over the years. ""Quitter"" isn't one of them. https://t.co/tTgeqxNqYm https://t.co/gDQ7waMjyY",HillaryClinton,2016-10-23,9062,2628,en,"New York, NY"
Did you know Hillary's college plan makes it easier for student-parents to afford school? Get the details: https://t.co/duxJbIPwCy,HillaryClinton,2016-10-23,5450,1879,en,"New York, NY"
Just 17 days left. Join Hillary and @TimKaine on the trail in Philadelphia: https://t.co/jJfSVzYjAZ,HillaryClinton,2016-10-23,4301,845,en,"New York, NY"
I will defend women's rights to make their own health care decisions. <U+0097>Hillary https://t.co/BAbTwyL97U,HillaryClinton,2016-10-23,8889,2464,en,"New York, NY"
The @NewYorker endorses Hillary: https://t.co/LLClRNgfDw https://t.co/0guNUsOuAL,HillaryClinton,2016-10-23,9672,3339,en,"New York, NY"
"The president takes an oath to ""preserve, protect, and defend the Constitution."" Does Trump know what's in it? https://t.co/9Mvxq2BAz2",HillaryClinton,2016-10-24,4010,1458,en,"New York, NY"
Good question. https://t.co/wrd7SUI4cI https://t.co/Gpio1LA5Z8,HillaryClinton,2016-10-24,6586,3689,en,"New York, NY"
"Donald Trump refused to say that he<U+0092>d respect the results of this election.That<U+0092>s a direct threat to our democracy.",HillaryClinton,2016-10-24,4932,4976,en,"New York, NY"
"Trump loves conspiracy theories almost as much as his hat. But why choose?Make your own tin foil #MAGA hat:<U+0085> https://t.co/7S1Ck6tqhf",HillaryClinton,2016-10-24,5582,2178,en,"New York, NY"
"A promise to ""Make America Great Again"" might mean more from someone who actually made his products in America. https://t.co/Q75vEdoq8m",HillaryClinton,2016-10-24,5172,2020,en,"New York, NY"
"When Trump trivializes the sacrifice of our military and veterans, he makes it clear: He has no idea what service t<U+0085> https://t.co/taRFZh6Ny5",HillaryClinton,2016-10-24,17142,8441,en,"New York, NY"
"Your friends, your family, stars on Broadway<U+0097>everyone's voting this year. Don't throw away your shot:<U+0085> https://t.co/Tcd6x8oZDx",HillaryClinton,2016-10-24,8493,3441,en,"New York, NY"
"Congrats Cathy, and happy homecoming Howard! https://t.co/jG6chUjWdM",HillaryClinton,2016-10-24,3746,1323,en,"New York, NY"
"If Donald Trump condones discrimination against his own employees, how would he lead our country? https://t.co/3VdXH9tykx",HillaryClinton,2016-10-24,3064,1321,en,"New York, NY"
"Last night, Trump called a military effort to push terrorists out of Mosul a <U+0093>total disaster.<U+0094>That<U+0092>s dangerous. https://t.co/1MzyauM3Nw",HillaryClinton,2016-10-24,1547,749,en,"New York, NY"
"While Donald Trump is assaulting our democracy, millions of people are standing up for it<U+0097>registering, voting early, and volunteering.",HillaryClinton,2016-10-24,2196,769,en,"New York, NY"
"No matter where you go to college, we<U+0092>ll make it easier for you to pay back and pay down your student debt. https://t.co/VkVm51nWIY",HillaryClinton,2016-10-24,1220,515,en,"New York, NY"
The energy we<U+0092>re seeing out there isn<U+0092>t just about what we<U+0092>re against<U+0097>it<U+0092>s about what we<U+0092>re for: a future in which everyone counts.,HillaryClinton,2016-10-24,1815,629,en,"New York, NY"
"With 15 days to go, Hillary and @ElizabethForMA hit the trail in New Hampshire. Tune in: https://t.co/wn6a97g587 https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-24,4493,1202,en,"New York, NY"
"<U+0093>Clinton has the temperament, knowledge and experience to be president.<U+0094> <U+0097>@PhillyTrib https://t.co/KpM8ECx00D",HillaryClinton,2016-10-24,3530,1115,en,"New York, NY"
Donald Trump is unqualified to be Commander-in-Chief. A president doesn<U+0092>t call our military a <U+0093>total disaster.<U+0094> https://t.co/B66Yf4gylz,HillaryClinton,2016-10-25,1465,839,en,"New York, NY"
Words of advice from the 1969 @Wellesley College commencement speaker: Hillary Rodham. https://t.co/tTgeqxNqYm https://t.co/bs6DvFfkjH,HillaryClinton,2016-10-25,7288,3600,en,"New York, NY"
"It<U+0092>s important to give you something to vote for, not just against. <U+0097>Hillary https://t.co/qVF3DUSYZ7 https://t.co/uvGVgqktgn",HillaryClinton,2016-10-25,6488,1874,en,"New York, NY"
"""Get this, Donald:Nasty women are tough.Nasty women are smart.And nasty women vote.""<U+0097>@ElizabethForMA<U+0085> https://t.co/VvZl5Y19BA",HillaryClinton,2016-10-25,19932,6897,en,"New York, NY"
A man who disrespects our service members cannot be our Commander-in-Chief. https://t.co/eerqQrjRbz,HillaryClinton,2016-10-25,12446,5828,en,"New York, NY"
FACT: Donald Trump's company systematically denied housing to people of color dating back to the 1960s and 70s. https://t.co/x1rpVn3TPX,HillaryClinton,2016-10-25,3626,1873,en,"New York, NY"
"With just 14 days until Election Day, join Hillary live for a rally in Florida <U+2192> https://t.co/EsqAmcnrnChttps://t.co/tTgeqxNqYm",HillaryClinton,2016-10-25,4352,1238,en,"New York, NY"
"We believe that no matter what you look like or where your parents were born or who you love, you have the right to be treated equally.",HillaryClinton,2016-10-25,2250,1037,en,"New York, NY"
My name is Mae Wiggins. I was denied an apartment in the Trump buildings based on the color of my skin. https://t.co/ds8NkkV0T2,HillaryClinton,2016-10-25,20923,14950,en,"New York, NY"
"As Trump makes an unprecedented attack on our democracy, millions of people are registering and voting early. https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-25,1140,521,en,"New York, NY"
Tomorrow is Hillary's birthday! Make sure your name is on her card: https://t.co/d9Nvr0HANk,HillaryClinton,2016-10-25,4609,1121,en,"New York, NY"
"Text JOIN to 47246 and get involved because the bigger the turnout, the bigger the statement we<U+0092>ll make about the kind of country we are.",HillaryClinton,2016-10-25,1657,618,en,"New York, NY"
Nobody should wake up on November 9 and wonder whether there is more you could have done. https://t.co/eS3ie0qMIX,HillaryClinton,2016-10-25,1510,703,en,"New York, NY"
"When a black tenant applied for an apartment in one of Trump's buildings, she was told it wasn't available.A whit<U+0085> https://t.co/RM58eMAyx6",HillaryClinton,2016-10-25,13166,7996,en,"New York, NY"
"No one who wants to be Commander-in-Chief should be calling active military operations a ""disaster.<U+0094> https://t.co/YjLRFyfE4f",HillaryClinton,2016-10-25,6679,2888,en,"New York, NY"
We<U+0092>ve got to raise the minimum wage. No one who works full-time should still be in poverty. https://t.co/4tLYvfZny7,HillaryClinton,2016-10-25,3544,1243,en,"New York, NY"
"Americans<U+0092> wages just hit an all-time high.We need to build on this progress<U+0097>not turn back: https://t.co/ozm7qkDkjA",HillaryClinton,2016-10-25,4003,1434,en,"New York, NY"
We can create millions of jobs and protect our environment at the same time. https://t.co/mCzHzYxMfz,HillaryClinton,2016-10-25,1671,851,en,"New York, NY"
"<U+0093>In these final weeks of the election season, find someone to tell about Clinton<U+0092>s lifetime of service.<U+0094><U+0097>@wigazette https://t.co/ez5nbWrBef",HillaryClinton,2016-10-25,3211,1087,en,"New York, NY"
Let<U+0092>s come together to give every American the chance to chart their own future. Let<U+0092>s prove once-and-for-all that love trumps hate.,HillaryClinton,2016-10-26,2818,844,en,"New York, NY"
Today is Hillary's birthday! Find out what she was doing the year you were born: https://t.co/xWnRW2boOg,HillaryClinton,2016-10-26,9188,2519,en,"New York, NY"
"When Bronx found out he shares a birthday with Hillary (October 26<U+0097>today!), he was determined to write her a letter<U+0085> https://t.co/9eLbM3zoWP",HillaryClinton,2016-10-26,6170,1429,en,"New York, NY"
Happy birthday to this future president. https://t.co/JT3HiBjYdj,HillaryClinton,2016-10-26,104571,48602,en,"New York, NY"
Wish Hillary a happy birthday by making a plan to vote: https://t.co/tTgeqxNqYm https://t.co/Zavx99ZLdC,HillaryClinton,2016-10-26,8644,2403,en,"New York, NY"
"In America, we don<U+0092>t say we<U+0092>re going to <U+0093>keep you in suspense<U+0094> about whether we<U+0092>ll respect the outcome of an election.",HillaryClinton,2016-10-26,1699,560,en,"New York, NY"
"In the 1970s, Trump's real estate company marked rental applications for African Americans with a ""C"" for ""colored."" https://t.co/5FT8YQiU0g",HillaryClinton,2016-10-26,5142,3170,en,"New York, NY"
"More than 10,000,000 Americans have already voted in this election.You can make it 10,000,001: https://t.co/tTgeqxNqYm",HillaryClinton,2016-10-26,1500,637,en,"New York, NY"
We<U+0092>ve learned in this campaign that Donald Trump is the poster boy for what<U+0092>s wrong with our economy. https://t.co/geyHk15uto,HillaryClinton,2016-10-26,1499,777,en,"New York, NY"
"That was quite a birthday surprise, @Adele. Loved the show last night! -H https://t.co/2QJ76wABh0",HillaryClinton,2016-10-26,15566,3866,en,"New York, NY"
"I feel very, very angry. So much so that it still evokes anger and hurt. <U+0097>Mae Wiggins, on experiencing discrimina<U+0085> https://t.co/MHAJSJSdjy",HillaryClinton,2016-10-26,12637,6435,en,"New York, NY"
A multimillionaire should never pay a lower tax rate than a teacher or a nurse or a policeman or a firefighter.,HillaryClinton,2016-10-26,5298,2070,en,"New York, NY"
"Live from Tampa: Hillary campaigns with just 13 days left in this campaign <U+2192> https://t.co/jHTI4ug4Pjhttps://t.co/tTgeqxNqYm",HillaryClinton,2016-10-26,3235,878,en,"New York, NY"
Join @S_C_ in Cleveland for a concert to help get out the vote for Hillary! Text JAYZ to 47246 for all the details. https://t.co/6RenC6z0et,HillaryClinton,2016-10-26,8527,3663,en,"New York, NY"
"1973:Hillary takes on discrimination against kids with disabilities.Trump gets sued for housing discrimination.<U+0085> https://t.co/Na7jBbZCWT",HillaryClinton,2016-10-26,5183,2426,en,"New York, NY"
We<U+0092>re going to make America the clean energy superpower of the 21st Century. https://t.co/GJxIrBLAwy,HillaryClinton,2016-10-26,1823,723,en,"New York, NY"
"Watch live: Hillary campaigns in Florida with just 13 days left until Election Day <U+2192> https://t.co/EsqAmcnrnChttps://t.co/tTgeqxNqYm",HillaryClinton,2016-10-26,3658,974,en,"New York, NY"
"""It<U+0092>s not just what we<U+0092>re against that should motivate you to go to the polls.It<U+0092>s what we are for.<U+0094> <U+0097>Hillary https://t.co/3TKJ4H68Kz",HillaryClinton,2016-10-26,2450,1006,en,"New York, NY"
This is heartbreaking. No child in America should feel afraid to practice their religion or embrace their heritage. https://t.co/QAfnEXH6ls,HillaryClinton,2016-10-27,7374,3087,en,"New York, NY"
We<U+0092>ve got to make sure all our kids know that America has a place for you.,HillaryClinton,2016-10-27,1309,468,en,"New York, NY"
<U+0093>We have never had a more qualified and prepared candidate for president than our friend Hillary.<U+0094> <U+0097>@FLOTUS<U+0085> https://t.co/RnZ0yxUTCX,HillaryClinton,2016-10-27,15066,5804,en,"New York, NY"
We want a president who understands that this nation was built by people who came here from all corners of the world. <U+0097>@FLOTUS,HillaryClinton,2016-10-27,1449,653,en,"New York, NY"
Hillary Clinton is a fighter for all of us. She's the fighter we need. https://t.co/RTNgVppbwU,HillaryClinton,2016-10-27,8890,3320,en,"New York, NY"
"We can never forget how Trump disrespects our military families, like the Khans. https://t.co/cWxnRsqU6r",HillaryClinton,2016-10-27,4727,1727,en,"New York, NY"
"Would my son have a place in your America? <U+0097>Khizr Khan, father of a fallen American hero, to Donald Trump https://t.co/TRmSe4qfRr",HillaryClinton,2016-10-27,9982,4148,en,"New York, NY"
It's Hillary's birthday! Don't forget to sign her card: https://t.co/yzV8qQJsUk https://t.co/LeJQEH7ndL,HillaryClinton,2016-10-27,7836,1548,en,"New York, NY"
"Hillary Clinton is a distinctly capable candidate: experienced, serious, schooled, resilient. <U+0097>The @NewYorker<U+0085> https://t.co/QSFiCVsefo",HillaryClinton,2016-10-27,5707,2162,en,"New York, NY"
"<U+0093>If Hillary doesn<U+0092>t win this election, that will be on us.<U+0094> <U+0097>@FLOTUSDon't let that happen: https://t.co/tTgeqxNqYm https://t.co/DTY3Wa060M",HillaryClinton,2016-10-27,8458,3604,en,"New York, NY"
We want a president who takes this job seriously and has the temperament and maturity to do it well. <U+0097>@FLOTUS,HillaryClinton,2016-10-27,1510,650,en,"New York, NY"
"<U+0093>Get out and vote. Get out and vote for Hillary. Vote early. Vote right now!<U+0094> <U+0097>@FLOTUShttps://t.co/tTgeqxNqYm",HillaryClinton,2016-10-27,1212,580,en,"New York, NY"
"We're almost to the finish line, and you can help Hillary get there. Early vote today: https://t.co/tTgeqxNqYm https://t.co/blFBq5GjDT",HillaryClinton,2016-10-27,4887,1492,en,"New York, NY"
"Don't boo, vote early! Find out when you can vote in your state at https://t.co/tTgeqxNqYm. https://t.co/chXIWlE3L2",HillaryClinton,2016-10-27,4173,1740,en,"New York, NY"
"<U+0093>Seriously, is there anyone more inspiring than Michelle Obama?<U+0094> <U+0097>Hillary",HillaryClinton,2016-10-27,3821,1351,en,"New York, NY"
Sign Hillary's birthday card to wish her a great (and historic) year to come: https://t.co/aNxs2yddoG,HillaryClinton,2016-10-27,3448,632,en,"New York, NY"
