state_name,county_name,total_2012,dem_2012,pct_dem_2012,gop_2012,pct_gop_2012,oth_2012,pct_oth_2012,total_2016,dem_2016,pct_dem_2016,gop_2016,pct_gop_2016,oth_2016,pct_oth_2016,trump_county
south dakota,Beadle County,7263,2881,39.67,4230,58.24,152,2.09,6772,1912,28.23,4455,65.79,405,5.98,Trump Won
missouri,Cedar County,6043,1536,25.42,4375,72.40,132,2.18,6278,1010,16.09,5019,79.95,249,3.97,Trump Won
indiana,Clinton County,9879,3307,33.48,6338,64.16,234,2.37,11896,2819,23.70,8530,71.70,547,4.60,Trump Won
ohio,Richland County,55954,21785,38.93,33057,59.08,1112,1.99,53739,15629,29.08,35805,66.63,2305,4.29,Trump Won
missouri,Gasconade County,7134,2099,29.42,4895,68.62,140,1.96,7444,1519,20.41,5670,76.17,255,3.43,Trump Won
new york,Livingston County,24606,10889,44.25,13210,53.69,507,2.06,31363,10478,33.41,19211,61.25,1674,5.34,Trump Won
michigan,Luce County,2477,951,38.39,1501,60.60,25,1.01,2576,681,26.44,1756,68.17,139,5.40,Trump Won
tennessee,Giles County,10797,3759,34.82,6914,64.04,124,1.15,11120,2915,26.21,7964,71.62,241,2.17,Trump Won
tennessee,Pickett County,2446,711,29.07,1707,69.79,28,1.14,2609,536,20.54,2019,77.39,54,2.07,Trump Won
arkansas,Madison County,6567,2099,31.96,4262,64.90,206,3.14,6782,1587,23.40,4917,72.50,278,4.10,Trump Won
kentucky,Lyon County,3838,1373,35.77,2412,62.85,53,1.38,3959,1045,26.40,2789,70.45,125,3.16,Trump Won
nebraska,Keya Paha County,481,80,16.63,392,81.50,9,1.87,514,39,7.59,458,89.11,17,3.31,Trump Won
arkansas,Sharp County,7282,2092,28.73,4920,67.56,270,3.71,7190,1472,20.47,5405,75.17,313,4.35,Trump Won
kentucky,Larue County,5764,1733,30.07,3911,67.85,120,2.08,6359,1278,20.10,4799,75.47,282,4.43,Trump Won
kentucky,Fulton County,2481,1022,41.19,1425,57.44,34,1.37,2381,774,32.51,1549,65.06,58,2.44,Trump Won
ohio,Athens County,26112,17268,66.13,8118,31.09,726,2.78,27941,15552,55.66,10816,38.71,1573,5.63,Clinton Won
tennessee,Hawkins County,19789,5086,25.70,14376,72.65,327,1.65,20694,3502,16.92,16611,80.27,581,2.81,Trump Won
kentucky,Nicholas County,2580,948,36.74,1583,61.36,49,1.90,2837,787,27.74,1957,68.98,93,3.28,Trump Won
tennessee,Dickson County,17821,6228,34.95,11287,63.34,306,1.72,18619,4718,25.34,13213,70.97,688,3.70,Trump Won
iowa,Mills County,7169,2842,39.64,4211,58.74,116,1.62,7608,2080,27.34,5050,66.38,478,6.28,Trump Won
north dakota,Stutsman County,9431,3561,37.76,5641,59.81,229,2.43,9938,2484,24.99,6706,67.48,748,7.53,Trump Won
minnesota,Douglas County,20917,8665,41.43,11905,56.92,347,1.66,21623,6227,28.80,13966,64.59,1430,6.61,Trump Won
nevada,Nye County,17522,6320,36.07,10566,60.30,636,3.63,19592,5095,26.01,13320,67.99,1177,6.01,Trump Won
kentucky,Marshall County,15714,5022,31.96,10402,66.20,290,1.85,16678,3672,22.02,12322,73.88,684,4.10,Trump Won
vermont,Franklin County,19755,12057,61.03,7405,37.48,293,1.48,19373,9351,48.27,8752,45.18,1270,6.56,Clinton Won
arkansas,Izard County,5313,1563,29.42,3571,67.21,179,3.37,5396,1111,20.59,4042,74.91,243,4.50,Trump Won
arkansas,Marion County,7029,2024,28.79,4771,67.88,234,3.33,6718,1377,20.50,5077,75.57,264,3.93,Trump Won
mississippi,Itawamba County,8729,1599,18.32,6925,79.33,205,2.35,9634,1100,11.42,8385,87.04,149,1.55,Trump Won
illinois,Marshall County,5842,2452,41.97,3287,56.26,103,1.76,5903,1784,30.22,3776,63.97,343,5.81,Trump Won
illinois,Bureau County,16599,8118,48.91,8151,49.11,330,1.99,16303,6010,36.86,9264,56.82,1029,6.31,Trump Won
new jersey,Cumberland County,49472,30172,60.99,18767,37.93,533,1.08,53018,27045,51.01,24213,45.67,1760,3.32,Clinton Won
minnesota,Nobles County,8493,3793,44.66,4581,53.94,119,1.40,8592,2733,31.81,5299,61.67,560,6.52,Trump Won
west virginia,Marion County,21414,8905,41.58,11981,55.95,528,2.47,22910,6926,30.23,14592,63.69,1392,6.08,Trump Won
tennessee,Campbell County,12097,3327,27.50,8602,71.11,168,1.39,12504,2248,17.98,9860,78.85,396,3.17,Trump Won
north dakota,Bottineau County,3484,1163,33.38,2246,64.47,75,2.15,3437,734,21.36,2482,72.21,221,6.43,Trump Won
north carolina,Madison County,10023,4466,44.56,5379,53.67,178,1.78,10966,3899,35.56,6735,61.42,332,3.03,Trump Won
arkansas,Van Buren County,6421,1826,28.44,4362,67.93,233,3.63,7111,1547,21.76,5382,75.69,182,2.56,Trump Won
kentucky,Spencer County,8431,2549,30.23,5726,67.92,156,1.85,9509,1921,20.20,7196,75.68,392,4.12,Trump Won
missouri,Pettis County,17171,5902,34.37,10840,63.13,429,2.50,18045,4322,23.95,12792,70.89,931,5.16,Trump Won
illinois,Clinton County,16394,5577,34.02,10493,64.01,324,1.98,17268,3939,22.81,12394,71.77,935,5.41,Trump Won
indiana,LaPorte County,43657,24104,55.21,18609,42.63,944,2.16,44994,19795,43.99,22678,50.40,2521,5.60,Trump Won
north dakota,Bowman County,1728,412,23.84,1277,73.90,39,2.26,1769,227,12.83,1445,81.68,97,5.48,Trump Won
alabama,Lamar County,7159,1643,22.95,5453,76.17,63,0.88,6931,1035,14.93,5819,83.96,77,1.11,Trump Won
montana,Powell County,2763,884,31.99,1798,65.07,81,2.93,2768,549,19.83,2017,72.87,202,7.30,Trump Won
ohio,Preble County,19619,6005,30.61,13202,67.29,412,2.10,20475,4323,21.11,15376,75.10,776,3.79,Trump Won
nebraska,Richardson County,3680,1180,32.07,2407,65.41,93,2.53,3666,798,21.77,2684,73.21,184,5.02,Trump Won
minnesota,Wabasha County,11722,5415,46.20,6049,51.60,258,2.20,11764,3866,32.86,6989,59.41,909,7.73,Trump Won
virginia,Patrick County,8241,2417,29.33,5622,68.22,202,2.45,8489,1768,20.83,6454,76.03,267,3.15,Trump Won
minnesota,Mahnomen County,2179,1276,58.56,871,39.97,32,1.47,2074,930,44.84,991,47.78,153,7.38,Trump Won
missouri,Marion County,12164,4034,33.16,7926,65.16,204,1.68,12902,2993,23.20,9418,73.00,491,3.81,Trump Won
iowa,Woodbury County,44702,22026,49.27,22136,49.52,540,1.21,42933,16102,37.50,24627,57.36,2204,5.13,Trump Won
missouri,Miller County,11019,2651,24.06,8099,73.50,269,2.44,11414,1750,15.33,9285,81.35,379,3.32,Trump Won
kentucky,Crittenden County,3854,960,24.91,2839,73.66,55,1.43,4036,617,15.29,3290,81.52,129,3.20,Trump Won
montana,Roosevelt County,3618,2044,56.50,1503,41.54,71,1.96,3486,1504,43.14,1722,49.40,260,7.46,Trump Won
pennsylvania,Erie County,112732,65136,57.78,46102,40.90,1494,1.33,117240,54820,46.76,57168,48.76,5252,4.48,Trump Won
montana,Custer County,5336,1824,34.18,3353,62.84,159,2.98,5145,1172,22.78,3638,70.71,335,6.51,Trump Won
south dakota,Brown County,16066,7249,45.12,8320,51.79,497,3.09,16113,5452,33.84,9613,59.66,1048,6.50,Trump Won
ohio,Clinton County,17648,5534,31.36,11740,66.52,374,2.12,18100,3943,21.78,13466,74.40,691,3.82,Trump Won
minnesota,Cottonwood County,5848,2433,41.60,3316,56.70,99,1.69,5697,1678,29.45,3679,64.58,340,5.97,Trump Won
south dakota,Tripp County,2691,737,27.39,1905,70.79,49,1.82,2630,462,17.57,2069,78.67,99,3.76,Trump Won
montana,Big Horn County,4561,2830,62.05,1655,36.29,76,1.67,4148,2061,49.69,1833,44.19,254,6.12,Clinton Won
south dakota,Spink County,3041,1300,42.75,1670,54.92,71,2.33,2951,919,31.14,1854,62.83,178,6.03,Trump Won
illinois,Cass County,4858,2050,42.20,2707,55.72,101,2.08,5054,1617,31.99,3216,63.63,221,4.37,Trump Won
florida,Citrus County,73923,28453,38.49,44657,60.41,813,1.10,79590,22765,28.60,54377,68.32,2448,3.08,Trump Won
tennessee,Johnson County,6194,1483,23.94,4611,74.44,100,1.61,6556,988,15.07,5400,82.37,168,2.56,Trump Won
missouri,Franklin County,46573,16294,34.99,29271,62.85,1008,2.16,50045,12339,24.66,35420,70.78,2286,4.57,Trump Won
montana,Hill County,6757,3372,49.90,3133,46.37,252,3.73,6347,2350,37.03,3446,54.29,551,8.68,Trump Won
michigan,Wexford County,13859,5717,41.25,7972,57.52,170,1.23,15279,4436,29.03,10000,65.45,843,5.52,Trump Won
arkansas,Fulton County,4522,1452,32.11,2949,65.21,121,2.68,4744,1067,22.49,3470,73.15,207,4.36,Trump Won
georgia,Murray County,11209,2542,22.68,8439,75.29,228,2.03,12422,1799,14.48,10340,83.24,283,2.28,Trump Won
illinois,Knox County,22517,12993,57.70,9133,40.56,391,1.74,21964,9939,45.25,10658,48.52,1367,6.22,Trump Won
north dakota,Hettinger County,1351,313,23.17,998,73.87,40,2.96,1261,168,13.32,1032,81.84,61,4.84,Trump Won
north dakota,Richland County,7549,3190,42.26,4213,55.81,146,1.93,7460,2064,27.67,4759,63.79,637,8.54,Trump Won
missouri,Scott County,16999,5122,30.13,11623,68.37,254,1.49,17244,3574,20.73,13168,76.36,502,2.91,Trump Won
iowa,Hamilton County,7872,3776,47.97,3986,50.64,110,1.40,7589,2715,35.78,4450,58.64,424,5.59,Trump Won
tennessee,Hancock County,2046,475,23.22,1527,74.63,44,2.15,2229,322,14.45,1842,82.64,65,2.92,Trump Won
rhode island,Kent County,77247,44966,58.21,30786,39.85,1495,1.94,79691,37582,47.16,38141,47.86,3968,4.98,Trump Won
wisconsin,Menominee County,1376,1191,86.56,179,13.01,6,0.44,1279,1003,78.42,269,21.03,7,0.55,Clinton Won
minnesota,Dodge County,10272,4487,43.68,5522,53.76,263,2.56,10564,3102,29.36,6527,61.79,935,8.85,Trump Won
tennessee,Unicoi County,7078,1909,26.97,5028,71.04,141,1.99,7166,1260,17.58,5666,79.07,240,3.35,Trump Won
tennessee,Marshall County,10729,3722,34.69,6823,63.59,184,1.71,11402,2848,24.98,8167,71.63,387,3.39,Trump Won
michigan,Branch County,16278,6526,40.09,9575,58.82,177,1.09,16490,4740,28.74,11025,66.86,725,4.40,Trump Won
illinois,Union County,8274,3135,37.89,4951,59.84,188,2.27,8514,2389,28.06,5780,67.89,345,4.05,Trump Won
florida,Dixie County,6941,1798,25.90,5052,72.78,91,1.31,7202,1270,17.63,5822,80.84,110,1.53,Trump Won
west virginia,Summers County,4712,1612,34.21,2968,62.99,132,2.80,4847,1186,24.47,3444,71.05,217,4.48,Trump Won
indiana,Knox County,15145,5228,34.52,9612,63.47,305,2.01,15483,3772,24.36,11077,71.54,634,4.09,Trump Won
indiana,Martin County,4742,1351,28.49,3262,68.79,129,2.72,4807,881,18.33,3695,76.87,231,4.81,Trump Won
new york,Richmond County,135283,67524,49.91,66420,49.10,1339,0.99,167209,67561,40.41,95612,57.18,4036,2.41,Trump Won
washington,Grays Harbor County,28224,15692,55.60,11743,41.61,789,2.80,23783,10194,42.86,11818,49.69,1771,7.45,Trump Won
georgia,Lanier County,2958,1108,37.46,1812,61.26,38,1.28,2861,805,28.14,1984,69.35,72,2.52,Trump Won
kansas,Cherokee County,8396,2868,34.16,5345,63.66,183,2.18,8386,1959,23.36,6017,71.75,410,4.89,Trump Won
pennsylvania,Tioga County,15943,5053,31.69,10599,66.48,291,1.83,17334,3642,21.01,12928,74.58,764,4.41,Trump Won
new york,Steuben County,35659,14586,40.90,20425,57.28,648,1.82,38373,11215,29.23,25091,65.39,2067,5.39,Trump Won
tennessee,Scott County,6668,1452,21.78,5117,76.74,99,1.48,7123,934,13.11,6044,84.85,145,2.04,Trump Won
iowa,Page County,7014,2588,36.90,4338,61.85,88,1.25,6968,1801,25.85,4875,69.96,292,4.19,Trump Won
missouri,Warren County,14676,5219,35.56,9150,62.35,307,2.09,15766,3915,24.83,11109,70.46,742,4.71,Trump Won
north dakota,McKenzie County,3423,926,27.05,2450,71.57,47,1.37,4594,696,15.15,3661,79.69,237,5.16,Trump Won
missouri,Perry County,7987,2184,27.34,5669,70.98,134,1.68,8732,1520,17.41,6907,79.10,305,3.49,Trump Won
washington,Wahkiakum County,2285,1091,47.75,1115,48.80,79,3.46,2333,824,35.32,1328,56.92,181,7.76,Trump Won
nebraska,McPherson County,290,41,14.14,237,81.72,12,4.14,286,14,4.90,257,89.86,15,5.24,Trump Won
west virginia,Fayette County,13971,5368,38.42,8304,59.44,299,2.14,15187,4246,27.96,10263,67.58,678,4.46,Trump Won
north dakota,Ramsey County,4971,2162,43.49,2659,53.49,150,3.02,5218,1505,28.84,3216,61.63,497,9.52,Trump Won
illinois,Jasper County,5038,1434,28.46,3511,69.69,93,1.85,5104,924,18.10,3973,77.84,207,4.06,Trump Won
pennsylvania,Potter County,7205,1892,26.26,5199,72.16,114,1.58,7777,1300,16.72,6247,80.33,230,2.96,Trump Won
maine,Piscataquis County,8990,4168,46.36,4577,50.91,245,2.73,9144,3098,33.88,5403,59.09,643,7.03,Trump Won
oklahoma,Jefferson County,2234,602,26.95,1632,73.05,0,0.00,2345,365,15.57,1905,81.24,75,3.20,Trump Won
kentucky,Wolfe County,2559,976,38.14,1542,60.26,41,1.60,2634,753,28.59,1804,68.49,77,2.92,Trump Won
new york,Delaware County,16916,7469,44.15,9085,53.71,362,2.14,17778,5825,32.77,11012,61.94,941,5.29,Trump Won
tennessee,Carroll County,10845,3475,32.04,7219,66.57,151,1.39,10333,2323,22.48,7731,74.82,279,2.70,Trump Won
illinois,Stark County,2661,1095,41.15,1527,57.38,39,1.47,2707,748,27.63,1777,65.64,182,6.72,Trump Won
arkansas,Greene County,13754,3998,29.07,9066,65.92,690,5.02,14422,3056,21.19,10698,74.18,668,4.63,Trump Won
alabama,Colbert County,23374,9160,39.19,13931,59.60,283,1.21,24626,7296,29.63,16718,67.89,612,2.49,Trump Won
montana,Dawson County,4417,1219,27.60,3024,68.46,174,3.94,4297,786,18.29,3298,76.75,213,4.96,Trump Won
illinois,Christian County,14682,5487,37.37,8873,60.43,322,2.19,15310,3982,26.01,10522,68.73,806,5.26,Trump Won
new york,Seneca County,12148,6526,53.72,5405,44.49,217,1.79,12727,5175,40.66,6719,52.79,833,6.55,Trump Won
ohio,Madison County,17240,6700,38.86,10215,59.25,325,1.89,16754,4662,27.83,11319,67.56,773,4.61,Trump Won
pennsylvania,Crawford County,33089,13024,39.36,19497,58.92,568,1.72,35563,10215,28.72,23912,67.24,1436,4.04,Trump Won
mississippi,Tishomingo County,7850,1623,20.68,6070,77.32,157,2.00,8310,990,11.91,7117,85.64,203,2.44,Trump Won
virginia,Wythe County,12336,3782,30.66,8324,67.48,230,1.86,13250,2765,20.87,10044,75.80,441,3.33,Trump Won
michigan,Iron County,5987,2687,44.88,3224,53.85,76,1.27,5910,2004,33.91,3675,62.18,231,3.91,Trump Won
kentucky,Lawrence County,5592,1520,27.18,3995,71.44,77,1.38,6037,1045,17.31,4816,79.77,176,2.92,Trump Won
wisconsin,Langlade County,10482,4569,43.59,5810,55.43,103,0.98,10093,3260,32.30,6436,63.77,397,3.93,Trump Won
arkansas,Lawrence County,5537,1786,32.26,3535,63.84,216,3.90,5629,1263,22.44,4064,72.20,302,5.37,Trump Won
iowa,Cerro Gordo County,23548,13204,56.07,10084,42.82,260,1.10,22633,9840,43.48,11583,51.18,1210,5.35,Trump Won
indiana,Lawrence County,17822,5779,32.43,11622,65.21,421,2.36,19076,4210,22.07,14034,73.57,832,4.36,Trump Won
indiana,Howard County,36194,15097,41.71,20284,56.04,813,2.25,36754,11215,30.51,23675,64.41,1864,5.07,Trump Won
connecticut,Windham County,46634,25953,55.65,19758,42.37,923,1.98,50703,21776,42.95,25738,50.76,3189,6.29,Trump Won
new york,Niagara County,82720,40862,49.40,40397,48.84,1461,1.77,86000,32888,38.24,49223,57.24,3889,4.52,Trump Won
south dakota,Moody County,3033,1429,47.12,1535,50.61,69,2.27,2930,1042,35.56,1729,59.01,159,5.43,Trump Won
missouri,Carroll County,4304,1154,26.81,3072,71.38,78,1.81,4361,745,17.08,3480,79.80,136,3.12,Trump Won
pennsylvania,McKean County,15014,5260,35.03,9494,63.23,260,1.73,15572,3802,24.42,11159,71.66,611,3.92,Trump Won
kentucky,Livingston County,4511,1346,29.84,3089,68.48,76,1.68,4642,887,19.11,3570,76.91,185,3.99,Trump Won
south dakota,Codington County,11524,4588,39.81,6696,58.10,240,2.08,11669,3174,27.20,7764,66.54,731,6.26,Trump Won
michigan,Baraga County,3490,1574,45.10,1866,53.47,50,1.43,3486,1156,33.16,2158,61.90,172,4.93,Trump Won
tennessee,Meigs County,3958,1163,29.38,2728,68.92,67,1.69,4311,856,19.86,3337,77.41,118,2.74,Trump Won
indiana,Franklin County,10549,2907,27.56,7421,70.35,221,2.09,10990,1967,17.90,8665,78.84,358,3.26,Trump Won
west virginia,Barbour County,5733,1761,30.72,3804,66.35,168,2.93,6024,1213,20.14,4509,74.85,302,5.01,Trump Won
west virginia,Hampshire County,7972,2294,28.78,5514,69.17,164,2.06,8557,1576,18.42,6646,77.67,335,3.91,Trump Won
pennsylvania,Wayne County,20966,8138,38.82,12531,59.77,297,1.42,22365,6398,28.61,15269,68.27,698,3.12,Trump Won
indiana,White County,9901,3635,36.71,5970,60.30,296,2.99,9902,2563,25.88,6813,68.80,526,5.31,Trump Won
ohio,Defiance County,17744,7438,41.92,9935,55.99,371,2.09,17795,5282,29.68,11478,64.50,1035,5.82,Trump Won
colorado,Sedgwick County,1337,419,31.34,881,65.89,37,2.77,1364,267,19.57,1015,74.41,82,6.01,Trump Won
indiana,Ripley County,10982,3241,29.51,7484,68.15,257,2.34,12790,2471,19.32,9806,76.67,513,4.01,Trump Won
nebraska,Franklin County,1527,381,24.95,1110,72.69,36,2.36,1656,250,15.10,1345,81.22,61,3.68,Trump Won
missouri,Vernon County,8519,2580,30.29,5756,67.57,183,2.15,8576,1706,19.89,6526,76.10,344,4.01,Trump Won
texas,Cottle County,739,180,24.36,553,74.83,6,0.81,583,84,14.41,486,83.36,13,2.23,Trump Won
indiana,Pulaski County,5399,1899,35.17,3366,62.34,134,2.48,5437,1327,24.41,3854,70.88,256,4.71,Trump Won
tennessee,Bledsoe County,4359,1267,29.07,3022,69.33,70,1.61,4650,896,19.27,3621,77.87,133,2.86,Trump Won
tennessee,Lawrence County,15219,4237,27.84,10770,70.77,212,1.39,15658,2821,18.02,12419,79.31,418,2.67,Trump Won
north dakota,Emmons County,1862,383,20.57,1430,76.80,49,2.63,1959,215,10.97,1672,85.35,72,3.68,Trump Won
arkansas,Newton County,3661,993,27.12,2508,68.51,160,4.37,3731,699,18.73,2875,77.06,157,4.21,Trump Won
wisconsin,Lincoln County,15152,7543,49.78,7444,49.13,165,1.09,14563,5370,36.87,8400,57.68,793,5.45,Trump Won
georgia,Chattooga County,7791,2220,28.49,5434,69.75,137,1.76,8246,1612,19.55,6457,78.30,177,2.15,Trump Won
pennsylvania,Lawrence County,38816,17427,44.90,20915,53.88,474,1.22,40555,13933,34.36,25323,62.44,1299,3.20,Trump Won
michigan,Presque Isle County,7077,3192,45.10,3794,53.61,91,1.29,7215,2400,33.26,4486,62.18,329,4.56,Trump Won
kentucky,Morgan County,4472,1369,30.61,3021,67.55,82,1.83,4766,1006,21.11,3628,76.12,132,2.77,Trump Won
michigan,Manistee County,12385,6467,52.22,5736,46.31,182,1.47,12598,4979,39.52,6915,54.89,704,5.59,Trump Won
wisconsin,Waupaca County,25801,11565,44.82,13989,54.22,247,0.96,25491,8303,32.57,16013,62.82,1175,4.61,Trump Won
texas,Haskell County,2006,551,27.47,1422,70.89,33,1.65,1765,314,17.79,1403,79.49,48,2.72,Trump Won
missouri,Saline County,9095,3785,41.62,5096,56.03,214,2.35,9245,2787,30.15,5977,64.65,481,5.20,Trump Won
iowa,Cass County,7167,2856,39.85,4212,58.77,99,1.38,7055,1946,27.58,4755,67.40,354,5.02,Trump Won
ohio,Henry County,13937,5513,39.56,8111,58.20,313,2.25,13671,3690,26.99,9136,66.83,845,6.18,Trump Won
nebraska,Thurston County,1993,1153,57.85,823,41.29,17,0.85,2029,911,44.90,1013,49.93,105,5.17,Trump Won
michigan,Schoolcraft County,4046,1865,46.09,2142,52.94,39,0.96,4151,1369,32.98,2556,61.58,226,5.44,Trump Won
north dakota,Morton County,13510,4467,33.06,8669,64.17,374,2.77,15547,3077,19.79,11319,72.81,1151,7.40,Trump Won
michigan,Gratiot County,16011,7606,47.50,8236,51.44,169,1.06,16442,5665,34.45,9878,60.08,899,5.47,Trump Won
tennessee,Wayne County,5484,1163,21.21,4251,77.52,70,1.28,5842,717,12.27,5034,86.17,91,1.56,Trump Won
new york,Cattaraugus County,27608,11695,42.36,15406,55.80,507,1.84,28961,8717,30.10,18668,64.46,1576,5.44,Trump Won
maine,Androscoggin County,52539,28912,55.03,22210,42.27,1417,2.70,55340,22975,41.52,28189,50.94,4176,7.55,Trump Won
iowa,Montgomery County,5000,1919,38.38,2999,59.98,82,1.64,4998,1312,26.25,3431,68.65,255,5.10,Trump Won
indiana,Jasper County,12891,4672,36.24,7955,61.71,264,2.05,13331,3329,24.97,9382,70.38,620,4.65,Trump Won
new york,Schuyler County,7464,3354,44.94,3942,52.81,168,2.25,8423,2761,32.78,5179,61.49,483,5.73,Trump Won
iowa,Muscatine County,19726,11213,56.84,8152,41.33,361,1.83,19086,8284,43.40,9549,50.03,1253,6.57,Trump Won
kentucky,Grayson County,9269,2744,29.60,6404,69.09,121,1.31,10564,1959,18.54,8219,77.80,386,3.65,Trump Won
wisconsin,Florence County,2615,952,36.41,1643,62.83,20,0.76,2651,666,25.12,1897,71.56,88,3.32,Trump Won
tennessee,Warren County,13008,4748,36.50,8007,61.55,253,1.94,13565,3535,26.06,9535,70.29,495,3.65,Trump Won
north carolina,Yancey County,9344,3954,42.32,5249,56.18,141,1.51,9808,3181,32.43,6367,64.92,260,2.65,Trump Won
iowa,Shelby County,6456,2468,38.23,3903,60.46,85,1.32,6270,1649,26.30,4340,69.22,281,4.48,Trump Won
nebraska,Greeley County,1181,340,28.79,820,69.43,21,1.78,1165,210,18.03,911,78.20,44,3.78,Trump Won
michigan,Crawford County,6814,2994,43.94,3744,54.95,76,1.12,6833,2110,30.88,4354,63.72,369,5.40,Trump Won
pennsylvania,Columbia County,24305,10424,42.89,13445,55.32,436,1.79,27127,8502,31.34,17387,64.09,1238,4.56,Trump Won
missouri,Mississippi County,4918,1857,37.76,2996,60.92,65,1.32,5165,1458,28.23,3600,69.70,107,2.07,Trump Won
new york,Washington County,21263,10596,49.83,10254,48.22,413,1.94,22401,8238,36.78,12770,57.01,1393,6.22,Trump Won
michigan,Cheboygan County,13288,5829,43.87,7284,54.82,175,1.32,13647,4302,31.52,8680,63.60,665,4.87,Trump Won
indiana,Carroll County,7793,2631,33.76,4993,64.07,169,2.17,8609,1891,21.97,6273,72.87,445,5.17,Trump Won
wisconsin,Monroe County,19389,9505,49.02,9637,49.70,247,1.27,19554,7047,36.04,11442,58.51,1065,5.45,Trump Won
north dakota,Nelson County,1668,766,45.92,862,51.68,40,2.40,1694,536,31.64,1025,60.51,133,7.85,Trump Won
nevada,Pershing County,1884,632,33.55,1167,61.94,85,4.51,1982,430,21.70,1403,70.79,149,7.52,Trump Won
kentucky,Caldwell County,5860,1852,31.60,3904,66.62,104,1.77,5972,1260,21.10,4507,75.47,205,3.43,Trump Won
illinois,Clay County,5899,1581,26.80,4184,70.93,134,2.27,6278,1014,16.15,5009,79.79,255,4.06,Trump Won
minnesota,Pipestone County,4637,1728,37.27,2828,60.99,81,1.75,4779,1127,23.58,3338,69.85,314,6.57,Trump Won
south dakota,Faulk County,1127,331,29.37,765,67.88,31,2.75,1118,204,18.25,858,76.74,56,5.01,Trump Won
north dakota,McIntosh County,1510,456,30.20,1028,68.08,26,1.72,1423,233,16.37,1095,76.95,95,6.68,Trump Won
north carolina,McDowell County,17953,6006,33.45,11732,65.35,215,1.20,19557,4645,23.75,14517,74.23,395,2.02,Trump Won
wisconsin,Washburn County,9242,4435,47.99,4692,50.77,115,1.24,9059,3283,36.24,5404,59.65,372,4.11,Trump Won
wisconsin,Grant County,24160,13574,56.18,10255,42.45,331,1.37,24051,10047,41.77,12347,51.34,1657,6.89,Trump Won
oklahoma,Nowata County,4076,1244,30.52,2832,69.48,0,0.00,4237,742,17.51,3321,78.38,174,4.11,Trump Won
montana,Wibaux County,544,25,4.60,421,77.39,98,18.01,533,55,10.32,460,86.30,18,3.38,Trump Won
nebraska,Dixon County,2666,870,32.63,1745,65.45,51,1.91,2744,556,20.26,2041,74.38,147,5.36,Trump Won
north dakota,Divide County,1151,382,33.19,731,63.51,38,3.30,1187,243,20.47,860,72.45,84,7.08,Trump Won
indiana,Parke County,6504,2106,32.38,4228,65.01,170,2.61,6576,1441,21.91,4863,73.95,272,4.14,Trump Won
indiana,Cass County,14137,5365,37.95,8432,59.64,340,2.41,14135,3758,26.59,9697,68.60,680,4.81,Trump Won
iowa,Cedar County,9548,4931,51.64,4510,47.24,107,1.12,9386,3578,38.12,5275,56.20,533,5.68,Trump Won
north dakota,Rolette County,4528,3351,74.01,1090,24.07,87,1.92,3662,2097,57.26,1210,33.04,355,9.69,Clinton Won
michigan,Shiawassee County,33590,17197,51.20,15962,47.52,431,1.28,34044,12547,36.86,19232,56.49,2265,6.65,Trump Won
missouri,Benton County,9157,2925,31.94,6069,66.28,163,1.78,9584,2024,21.12,7212,75.25,348,3.63,Trump Won
michigan,Newaygo County,21424,8723,40.72,12458,58.15,243,1.13,22605,6212,27.48,15174,67.13,1219,5.39,Trump Won
minnesota,Wadena County,6772,2492,36.80,4143,61.18,137,2.02,6894,1684,24.43,4837,70.16,373,5.41,Trump Won
kentucky,Hart County,6621,2283,34.48,4256,64.28,82,1.24,7261,1730,23.83,5320,73.27,211,2.91,Trump Won
missouri,Pike County,7319,2581,35.26,4576,62.52,162,2.21,7375,1806,24.49,5274,71.51,295,4.00,Trump Won
south dakota,Buffalo County,641,472,73.63,166,25.90,3,0.47,490,296,60.41,171,34.90,23,4.69,Clinton Won
missouri,Pemiscot County,6333,2671,42.18,3596,56.78,66,1.04,6025,1946,32.30,3964,65.79,115,1.91,Trump Won
minnesota,Redwood County,7761,3008,38.76,4570,58.88,183,2.36,7566,1887,24.94,5137,67.90,542,7.16,Trump Won
tennessee,Cannon County,4968,1560,31.40,3308,66.59,100,2.01,5299,1126,21.25,4006,75.60,167,3.15,Trump Won
ohio,Erie County,38262,20969,54.80,16655,43.53,638,1.67,36730,15692,42.72,19301,52.55,1737,4.73,Trump Won
minnesota,Benton County,19521,8173,41.87,10849,55.58,499,2.56,19911,5640,28.33,12872,64.65,1399,7.03,Trump Won
minnesota,Pennington County,6493,3024,46.57,3304,50.89,165,2.54,6671,2146,32.17,4000,59.96,525,7.87,Trump Won
florida,Okeechobee County,12321,4856,39.41,7325,59.45,140,1.14,13632,3953,29.00,9342,68.53,337,2.47,Trump Won
iowa,Osceola County,3179,909,28.59,2225,69.99,45,1.42,3197,552,17.27,2528,79.07,117,3.66,Trump Won
minnesota,Polk County,14644,6773,46.25,7615,52.00,256,1.75,14698,4712,32.06,8979,61.09,1007,6.85,Trump Won
maine,Franklin County,16112,9292,57.67,6305,39.13,515,3.20,16382,7001,42.74,7900,48.22,1481,9.04,Trump Won
missouri,Dent County,6643,1585,23.86,4883,73.51,175,2.63,6778,978,14.43,5599,82.61,201,2.97,Trump Won
texas,Duval County,4343,3331,76.70,979,22.54,33,0.76,4159,2783,66.92,1316,31.64,60,1.44,Clinton Won
